teryt;JPT_NAZWA;Szkołapodstawowa10_2023;czniowiena1000miesz;bezrobocie;Miasto_prawa_powiatu;uczniowie_ukraina_porownanie_powiat_wojew;Szkołapodstawowa02_2022;Ukraina_suma_02_2022;uczniowie_ukraina_porownanie_powiat_na1000mieszk2022;ROZNICE_2023_2022_SP;Szkołapodstawowa09_2022;Suma09_2022;ROZNICE_09_03_2022_SP;ROZNICE_09_03_2022_ALL;Suma_10_2023;ROZNICE_uczniowie_roznice_ogolem_04_09;WSZYSCY_UCZNIOWIE;cena_m2@2021;cena_m2@2022;dynamika_m2;klastry_bez_dynamika;klastry_bez_uczniowie_mieszkania;QCL_2;QCL_1;ROZNICE_2023_2022_SP_RELATIVE;ROZNICE_09_03_202_SP_RELATIVE;UCZNIOWIE_SP_JAKO_PROCENT_2022;UCZNIOWIE_SP_JAKO_PROCENT_2023;UCZNIOWIE_SP_JAKO_PROCENT_ROZNICA;Uchodzcy_roczniki_sp_04_2022;PROCENT_UCZNIOW_WG_UCHODZCOW_04_2022;ZPROCENT_UCZNIOW_WG_UCHODZCOW_04_2022;miast_prawa_powiat_rekod;Rbezrobo;Rdynamik;Rczniowi;suma_rang_B_SZ_Dyna;Wszyscy_ukraina_04_2022;proc_wiek_sp_uchodzcy_04_2022;Uchodzcy_roczniki_sp_09_2022;PROCENT_UCZNIOW_WG_UCHODZCOW_09_2022;Wszyscy_ukraina_09_2022;proc_wiek_sp_uchodzcy_09_2022;Uchodzcy_roczniki_sp_10_2023;PROCENT_UCZNIOW_WG_UCHODZCOW_10_2023;Wszyscy_ukraina_10_2023;proc_wiek_sp_uchodzcy_10_2023;Uczniowie_sp_04_2022_altern;Uczniowie_JEZYK_sp_04_2022_altern;procent_jezyk_04_2022;niezogdnosc_danych_SP_04_2022;niezogdnosc_danych_procent_04_2022;Uczniowie_sp_10_2022_altern;Uczniowie_Jezyk_sp_04_2022;procent
602;powiat biłgorajski;104;1.071557364;5.9;FAŁSZ;6;310;384;3.194065221;-206;153;232;-157;-152;208;-152;7342;3765;4641;23.26693227;2;5;4;2;-2.80577499318987;-2.13838191228548;80.7291666666667;50;-30.7291666666667;536;57.8358208955224;.278014384269604;0;171;288;85;544;2145;24.988344988345;644;23.7577639751553;3024;21.2962962962963;330;31.5151515151515;1565;21.0862619808307;316;139;43.9873417721519;6;1.89873417721519;153;50;32.6797385620915
603;powiat chełmski;40;.537938083;13.8;FAŁSZ;6;235;252;3.16038624;-195;75;79;-160;-173;43;-173;5016;2193;2283;4.103967168;2;5;4;2;-3.88755980861244;-3.18979266347687;93.2539682539683;93.0232558139535;-.23071244001477;654;35.9327217125382;-.69810399309578;0;350.5;55;25;430.5;2637;24.8009101251422;733;10.2319236016371;3091;23.7140084115173;335;11.9402985074627;1340;25;224;118;52.6785714285714;-11;-4.91071428571429;75;31;41.3333333333333
604;powiat hrubieszowski;26;.451435913;15.1;FAŁSZ;6;72;83;1.250130222;-46;29;36;-43;-47;31;-47;3778;2908;3912;34.52544704;2;5;4;2;-1.21757543673902;-1.13816834303864;86.7469879518072;83.8709677419355;-2.87602020987174;246;29.2682926829268;-.995106330349715;0;359.5;348;15;722.5;993;24.773413897281;303;9.57095709570957;1323;22.9024943310658;155;16.7741935483871;680;22.7941176470588;78;40;51.2820512820513;6;7.69230769230769;29;18;62.0689655172414
605;powiat janowski;62;1.435583959;12.3;FAŁSZ;6;50;86;1.157728999;12;33;48;-17;-38;107;-38;2980;4061;4434;9.18492982;2;2;2;2;.402684563758389;-.570469798657718;58.1395348837209;57.9439252336449;-.195609650076079;136;36.7647058823529;-.661026361704505;0;335.5;100;128;563.5;526;25.8555133079848;151;21.8543046357616;610;24.7540983606557;92;67.3913043478261;348;26.4367816091954;54;4;7.40740740740741;4;7.40740740740741;33;30;90.9090909090909
606;powiat krasnostawski;96;1.606587007;14.3;FAŁSZ;6;116;149;1.941292633;-20;73;97;-43;-52;114;-52;3852;4480;4491;.245535714;2;5;4;2;-.519210799584631;-1.11630321910696;77.8523489932886;84.2105263157895;6.35817732250088;350;33.1428571428571;-.822435168975305;0;354;40;153;547;1329;26.3355906696764;408;17.8921568627451;1645;24.8024316109423;252;38.0952380952381;862;29.2343387470998;127;54;42.5196850393701;11;8.66141732283465;73;32;43.8356164383562
607;powiat kraśnicki;65;.721540767;11.2;FAŁSZ;6;169;193;1.876005994;-104;90;115;-79;-78;93;-78;6289;3947;4353;10.28629339;2;5;3;2;-1.65368103037049;-1.25616155191604;87.5647668393782;69.8924731182796;-17.6722937210987;337;50.1483679525223;-.0645793295288321;0;320.5;121;46;487.5;1340;25.1492537313433;375;24;1805;20.7756232686981;202;32.1782178217822;807;25.0309789343247;169;54;31.9526627218935;0;0;90;56;62.2222222222222
608;powiat lubartowski;64;.756697959;12;FAŁSZ;6;185;210;2.187330039;-121;98;189;-87;-21;163;-21;6664;4423;5638;27.47004296;2;5;3;2;-1.81572629051621;-1.30552220888355;88.0952380952381;39.2638036809816;-48.8314344142565;495;37.3737373737374;-.633884685260998;0;332;313;51;696;1989;24.8868778280543;543;18.0478821362799;2372;22.8920741989882;284;22.5352112676056;1211;23.4516928158547;232;57;24.5689655172414;47;20.2586206896552;98;20;20.4081632653061
609;powiat lubelski;136;.83328738;5.6;FAŁSZ;6;385;457;2.358938539;-249;263;346;-122;-111;215;-111;11702;4379;6158;40.62571363;2;5;3;2;-2.1278413946334;-1.04255682789267;84.2450765864333;63.2558139534884;-20.9892626329449;1200;32.0833333333333;-.869653174659899;0;157.5;358;62;577.5;5120;23.4375;1357;19.3809874723655;6173;21.9828284464604;705;19.290780141844;3086;22.8451069345431;395;102;25.8227848101266;10;2.53164556962025;263;42;15.9695817490494
610;powiat łęczyński;43;.768873154;5.7;FAŁSZ;6;135;165;2.413904088;-92;75;99;-60;-66;61;-66;4775;4098;4746;15.81259151;2;5;4;2;-1.92670157068063;-1.2565445026178;81.8181818181818;70.4918032786885;-11.3263785394933;389;34.7043701799486;-.752845858382002;0;163;201;54;418;1650;23.5757575757576;432;17.3611111111111;2162;19.9814986123959;246;17.479674796748;966;25.4658385093168;138;8;5.79710144927536;3;2.17391304347826;75;24;32
611;powiat łukowski;106;1.043964702;4.2;FAŁSZ;6;181;220;1.782618973;-75;146;200;-35;-20;164;-20;9270;4676;4747;1.518391788;2;5;4;2;-.809061488673139;-.377562028047465;82.2727272727273;64.6341463414634;-17.6385809312639;361;50.1385041551247;-.0650189127051661;0;84.5;43;80;207.5;1448;24.9309392265193;419;34.8448687350835;1945;21.5424164524422;249;42.570281124498;1081;23.0342275670675;176;102;57.9545454545455;-5;-2.84090909090909;146;102;69.8630136986301
612;powiat opolski;79;1.406620017;9.4;FAŁSZ;6;249;283;4.43352385;-170;102;141;-147;-142;104;-142;4225;4056;4736;16.765286;2;5;4;2;-4.02366863905325;-3.4792899408284;87.9858657243816;75.9615384615385;-12.0243272628432;501;49.7005988023952;-.0845342999467101;0;282;214;126;622;1902;26.3406940063091;596;17.1140939597315;2837;21.0081071554459;379;20.844327176781;1544;24.5466321243523;241;29;12.0331950207469;-8;-3.3195020746888;102;36;35.2941176470588
613;powiat parczewski;35;1.073356232;8.2;FAŁSZ;6;101;111;3.097399411;-66;57;63;-44;-48;40;-48;2443;3334;3944;18.29634073;2;5;4;2;-2.70159639787147;-1.80106426524765;90.990990990991;87.5;-3.49099099099099;285;35.4385964912281;-.720124836137722;0;253;236;86;575;994;28.672032193159;316;18.0379746835443;1348;23.4421364985163;145;24.1379310344828;654;22.17125382263;97;10;10.3092783505155;-4;-4.12371134020619;57;2;3.50877192982456
614;powiat puławski;193;1.788461182;5.7;FAŁSZ;6;456;588;4.225587042;-263;295;497;-161;-91;457;-91;7984;5439;6457;18.71667586;2;5;4;2;-3.29408817635271;-2.01653306613226;77.5510204081633;42.2319474835886;-35.3190729245746;950;48;-.16032201061156;0;163;242;171;576;3730;25.4691689008043;1088;27.1139705882353;4824;22.5538971807629;626;30.8306709265176;2577;24.2918121847109;493;225;45.6389452332657;37;7.50507099391481;295;111;37.6271186440678
615;powiat radzyński;45;.810913088;7.9;FAŁSZ;6;89;116;1.603805885;-44;83;100;-6;-16;79;-16;4634;4137;4896;18.34662799;2;5;4;2;-.949503668536901;-.129477772982305;76.7241379310345;56.9620253164557;-19.7621126145788;157;56.687898089172;.226856849999478;0;244;238;59;541;652;24.079754601227;175;47.4285714285714;790;22.1518987341772;104;43.2692307692308;491;21.1812627291242;94;63;67.0212765957447;5;5.31914893617021;83;54;65.0602409638554
616;powiat rycki;71;1.364833433;7.2;FAŁSZ;6;153;191;2.941119932;-82;94;144;-59;-47;115;-47;4107;4400;4735;7.613636364;2;5;4;2;-1.99659118578038;-1.43657170684198;80.1047120418848;61.7391304347826;-18.3655816071022;234;65.3846153846154;.614428741260809;0;217.5;85;121;423.5;966;24.223602484472;278;33.8129496402878;1284;21.6510903426791;177;40.1129943502825;824;21.4805825242718;144;79;54.8611111111111;-9;-6.25;94;31;32.9787234042553
617;powiat świdnicki;127;1.825079757;8;FAŁSZ;6;240;285;3.44896962;-113;144;234;-96;-51;312;-51;5296;5837;6427;10.10793216;2;5;3;2;-2.13368580060423;-1.81268882175227;84.2105263157895;40.7051282051282;-43.5053981106613;636;37.7358490566038;-.617747066317137;0;246.5;113;176;535.5;2533;25.1085669166996;686;20.9912536443149;2910;23.573883161512;348;36.4942528735632;1558;22.3363286264442;233;166;71.244635193133;-7;-3.00429184549356;144;91;63.1944444444444
618;powiat tomaszowski;68;.872208612;9.1;FAŁSZ;6;142;177;1.821376807;-74;82;131;-60;-46;97;-46;5472;4542;4549;.154117129;2;5;4;2;-1.35233918128655;-1.09649122807018;80.225988700565;70.1030927835051;-10.1228959170598;394;36.0406091370558;-.693295956713419;0;276.5;39;67;382.5;1637;24.0684178375076;445;18.4269662921348;2107;21.1200759373517;215;31.6279069767442;1004;21.4143426294821;145;51;35.1724137931034;3;2.06896551724138;82;50;60.9756097560976
619;powiat włodawski;84;2.34623764;15.6;FAŁSZ;6;192;224;5.362828892;-108;111;152;-81;-72;136;-72;2646;2677;2973;11.05715353;2;5;4;2;-4.08163265306122;-3.06122448979592;85.7142857142857;61.7647058823529;-23.9495798319328;361;53.185595567867;.0707756568505777;0;364;134;237;735;1602;22.5343320848939;393;28.2442748091603;1832;21.4519650655022;236;35.5932203389831;960;24.5833333333333;213;38;17.8403755868545;21;9.85915492957746;111;28;25.2252252252252
620;powiat zamojski;73;.720006312;10.7;FAŁSZ;6;258;311;2.544679844;-185;129;191;-129;-120;103;-120;6406;2336;2277;-2.525684932;3;5;4;2;-2.88791757727131;-2.01373712144864;82.9581993569132;70.873786407767;-12.0844129491462;738;34.9593495934959;-.741482622095935;0;313;19;45;377;2993;24.6575342465753;871;14.8105625717566;3600;24.1944444444444;457;15.9737417943107;1634;27.96817625459;250;35;14;-8;-3.2;129;68;52.7131782945737
661;powiat Biała Podlaska;107;1.953695589;7.8;PRAWDA;6;107;153;1.953695589;0;134;182;27;29;165;29;5246;4191;5551;32.45048914;2;5;3;2;0;.514677849790316;69.9346405228758;64.8484848484848;-5.08615567439097;223;47.9820627802691;-.161121388346736;1;240;342;197;779;1053;21.1775878442545;277;48.3754512635379;1388;19.9567723342939;168;63.6904761904762;907;18.5226019845645;105;18;17.1428571428571;-2;-1.9047619047619;134;0;0
662;powiat Chełm;119;2.054096974;9.4;PRAWDA;6;154;232;2.658243143;-35;119;195;-35;-37;218;-37;4615;4172;4881;16.99424736;2;5;3;2;-.75839653304442;-.75839653304442;66.3793103448276;54.5871559633027;-11.7921543815248;119;129.411764705882;3.46781841825041;1;282;218;210;710;592;20.1013513513514;177;67.2316384180791;935;18.9304812834225;88;135.227272727273;628;14.0127388535032;151;0;0;-3;-1.98675496688742;119;13;10.9243697478992
663;powiat Lublin;1195;3.607623406;5.1;PRAWDA;6;1373;1922;4.144993253;-178;1372;2060;-1;138;1991;138;28679;7856;8748;11.35437882;2;5;4;5;-.620663203040552;-.00348687192719411;71.4360041623309;60.0200904068307;-11.4159137555002;1340;102.462686567164;2.26682443084727;1;134;137;313;584;5867;22.8396113857167;2128;64.4736842105263;11465;18.5608373310074;1319;90.5989385898408;9539;13.8274452248663;1451;1341;92.4190213645762;78;5.37560303239145;1372;908;66.1807580174927
664;powiat Zamość;90;1.526924774;8.1;PRAWDA;6;137;222;2.324318822;-47;104;343;-33;121;262;121;5118;5665;6360;12.26831421;2;5;4;5;-.91832747166862;-.644783118405627;61.7117117117117;34.3511450381679;-27.3605666735438;107;128.03738317757;3.40656868112008;1;249.5;143;144;536.5;504;21.2301587301587;167;62.2754491017964;924;18.0735930735931;107;84.1121495327103;687;15.5749636098981;136;130;95.5882352941177;-1;-.735294117647059;104;4;3.84615384615385
801;powiat gorzowski;205;2.789874796;3;FAŁSZ;8;290;368;3.94665215;-85;280;383;-10;15;288;15;6470;4284;4718;10.13071895;2;5;4;2;-1.31375579598145;-.154559505409583;78.804347826087;71.1805555555556;-7.6237922705314;785;36.9426751592357;-.6530951059347;0;39.5;116;273;428.5;3295;23.8239757207891;893;31.3549832026876;3866;23.0988101396793;624;32.8525641025641;2553;24.4418331374853;312;122;39.1025641025641;22;7.05128205128205;280;117;41.7857142857143
802;powiat krośnieński;154;2.899915262;6.2;FAŁSZ;8;145;170;2.730439695;9;163;239;18;69;230;69;4067;3180;4178;31.3836478;2;5;3;5;.221293336611753;.442586673223506;85.2941176470588;66.9565217391304;-18.3375959079284;374;38.7700534759358;-.571657427073447;0;186.5;336;282;804.5;1513;24.7191011235955;432;37.7314814814815;1914;22.5705329153605;324;47.5308641975309;1346;24.0713224368499;172;54;31.3953488372093;27;15.6976744186047;163;97;59.5092024539877
803;powiat międzyrzecki;201;3.630977112;7.3;FAŁSZ;8;231;274;4.172913995;-30;276;337;45;63;358;63;4540;3648;4057;11.21162281;2;5;4;5;-.66079295154185;.991189427312775;84.3065693430657;56.145251396648;-28.1613179464176;482;47.9253112033195;-.163650539894749;0;221.5;135;314;670.5;1794;26.8673355629877;573;48.1675392670157;2329;24.6028338342636;456;44.078947368421;1888;24.1525423728814;267;175;65.5430711610487;36;13.4831460674157;276;126;45.6521739130435
804;powiat nowosolski;305;3.691644779;5.1;FAŁSZ;8;202;255;2.444958182;103;319;446;117;191;465;191;6674;3475;3766;8.374100719;2;2;4;5;1.54330236739586;1.75307162121666;79.2156862745098;65.5913978494624;-13.6242884250474;580;34.8275862068965;-.747354698099841;0;134;94;315;543;2478;23.4059725585149;703;45.3769559032717;3391;20.7313476850487;549;55.5555555555556;2444;22.4631751227496;234;103;44.017094017094;32;13.6752136752137;319;174;54.5454545454545
805;powiat słubicki;227;4.938540194;2.3;FAŁSZ;8;194;253;4.220602632;33;259;395;65;142;351;142;4137;4019;4677;16.3722319;2;2;4;5;.797679477882524;1.57118685037467;76.6798418972332;64.6723646723647;-12.0074772248685;468;41.4529914529915;-.452091467806366;0;22;209;350;581;1896;24.6835443037975;589;43.9728353140917;2764;21.3096960926194;402;56.4676616915423;2045;19.6577017114914;214;99;46.2616822429907;20;9.34579439252336;259;98;37.8378378378378
806;powiat strzelecko-drezdenecki;99;2.106293349;9.1;FAŁSZ;8;113;150;2.404153015;-14;124;177;11;27;144;27;3825;3047;3357;10.17394158;2;5;4;2;-.366013071895425;.287581699346405;75.3333333333333;68.75;-6.58333333333333;358;31.5642458100559;-.892786470395776;0;276.5;117;213;606.5;1449;24.7066942719117;398;31.1557788944724;1684;23.6342042755344;273;36.2637362637363;1133;24.0953221535746;116;51;43.9655172413793;3;2.58620689655172;124;77;62.0967741935484
807;powiat sulęciński;118;3.494122176;4.5;FAŁSZ;8;199;237;5.892629771;-81;165;232;-34;-5;163;-5;2927;3200;3190;-.3125;2;5;4;2;-2.76733857191664;-1.16159890673044;83.9662447257384;72.3926380368098;-11.5736066889286;375;53.0666666666667;.0654755536509471;0;105.5;29;308;442.5;1466;25.5798090040928;435;37.9310344827586;1845;23.5772357723577;270;43.7037037037037;1216;22.2039473684211;209;42;20.0956937799043;10;4.78468899521531;165;32;19.3939393939394
808;powiat świebodziński;307;5.657109162;2.7;FAŁSZ;8;141;179;2.59821626;166;348;422;207;243;408;243;4662;3954;4502;13.8593829;2;2;4;5;3.56070356070356;4.44015444015444;78.7709497206704;75.2450980392157;-3.5258516814547;440;32.0454545454545;-.871341254536263;0;32.5;174;364;570.5;1863;23.61782071927;659;52.8072837632777;3092;21.3130659767141;540;56.8518518518519;2562;21.0772833723653;244;101;41.3934426229508;103;42.2131147540984;348;172;49.4252873563218
809;powiat zielonogórski;222;2.961302973;7.4;FAŁSZ;8;316;387;4.215188016;-94;307;422;-9;35;330;35;5975;3653;3861;5.693950178;2;5;4;2;-1.57322175732218;-.150627615062762;81.6537467700258;67.2727272727273;-14.3810194972986;834;37.8896882494005;-.610891175194452;0;226.5;70;287;583.5;3376;24.7037914691943;983;31.2309257375382;4316;22.775718257646;666;33.3333333333333;2865;23.2460732984293;332;101;30.421686746988;16;4.81927710843374;307;28;9.12052117263844
810;powiat żagański;119;1.599677376;6.2;FAŁSZ;8;205;258;2.75574674;-86;146;212;-59;-46;187;-46;5444;2801;3019;7.782934666;2;5;4;2;-1.57972079353417;-1.08376193975018;79.4573643410853;63.6363636363636;-15.8210007047216;359;57.1030640668524;.245358849971497;0;186.5;89;152;427.5;1413;25.4069355980184;395;36.9620253164557;1715;23.0320699708455;266;44.7368421052632;1136;23.4154929577465;217;29;13.3640552995392;12;5.52995391705069;146;39;26.7123287671233
811;powiat żarski;264;2.872781484;5.2;FAŁSZ;8;337;432;3.667149091;-73;373;531;36;99;418;99;7438;2967;3317;11.79642737;2;5;2;5;-.981446625436945;.484001075557946;78.0092592592593;63.1578947368421;-14.8513645224171;613;54.9755301794454;.150544645432855;0;143.5;140;281;564.5;2390;25.6485355648536;736;50.679347826087;3137;23.4619062798852;502;52.5896414342629;2300;21.8260869565217;357;169;47.3389355742297;20;5.60224089635854;373;231;61.9302949061662
812;powiat wschowski;87;2.323655885;7.4;FAŁSZ;8;181;229;4.834272589;-94;111;169;-70;-60;135;-60;3281;2750;3031;10.21818182;2;5;4;2;-2.86498018896678;-2.13349588540079;79.0393013100437;64.4444444444444;-14.5948568655992;222;81.5315315315315;1.33402104448277;0;226.5;119;231;576.5;824;26.9417475728155;271;40.9594095940959;1225;22.1224489795918;183;47.5409836065574;808;22.6485148514851;137;9;6.56934306569343;-44;-32.1167883211679;111;43;38.7387387387387
861;powiat Gorzów Wielkopolski;900;7.729568175;2.3;PRAWDA;8;527;809;4.526091587;373;906;1227;379;418;1409;418;10390;5179;5734;10.71635451;2;1;3;3;3.58999037536092;3.64773820981713;65.1421508034611;63.875088715401;-1.26706208806007;552;95.4710144927536;1.95523840627014;1;22;126;378;526;2159;25.5673923112552;848;106.839622641509;4303;19.7071810364862;744;120.967741935484;4265;17.4443141852286;637;160;25.1177394034537;110;17.2684458398744;906;437;48.233995584989
862;powiat Zielona Góra;1078;7.739915852;2.6;PRAWDA;8;858;1259;6.160341188;220;1007;1571;149;312;1694;312;12884;5118;6484;26.69011333;2;2;4;5;1.70754424091897;1.15647314498603;68.1493248610008;63.6363636363636;-4.51296122463716;817;105.018359853121;2.38071879986434;1;29.5;308;379;716.5;3320;24.6084337349398;1143;88.1014873140857;5527;20.6802967251674;960;112.291666666667;5119;18.7536628247705;859;120;13.9697322467986;1;.116414435389988;1007;455;45.1837140019861
1001;powiat bełchatowski;167;1.531618288;5.1;FAŁSZ;10;220;274;2.017700738;-53;221;301;1;27;232;27;9503;3835;4446;15.93220339;2;5;4;2;-.557718615174156;.010522992739135;80.2919708029197;71.9827586206897;-8.30921218223006;525;41.9047619047619;-.431958178145404;0;134;203;145;482;2127;24.6826516220028;607;36.4085667215816;2658;22.836719337848;432;38.6574074074074;1727;25.01447596989;226;127;56.1946902654867;6;2.65486725663717;221;88;39.8190045248869
1002;powiat kutnowski;299;3.265511178;7.6;FAŁSZ;10;218;288;2.380874371;81;276;393;58;105;395;105;6938;4329;5098;17.76391776;2;2;4;5;1.16748342461805;.835975785528971;75.6944444444444;75.6962025316456;.00175808720112514;624;34.9358974358974;-.742527774739838;0;233.5;230;297;760.5;2470;25.2631578947368;800;34.5;3421;23.3849751534639;609;49.0968801313629;2575;23.6504854368932;239;103;43.0962343096234;21;8.78661087866109;276;168;60.8695652173913
1003;powiat łaski;49;1.000163292;7.3;FAŁSZ;10;114;144;2.326910516;-65;54;83;-60;-61;71;-61;3606;3731;4556;22.11203431;2;5;4;2;-1.80255130338325;-1.66389351081531;79.1666666666667;69.0140845070423;-10.1525821596244;295;38.6440677966102;-.577272017768912;0;221.5;277;78;576.5;1128;26.1524822695035;350;15.4285714285714;1418;24.6826516220028;225;21.7777777777778;865;26.0115606936416;122;57;46.7213114754098;8;6.55737704918033;54;43;79.6296296296296
1004;powiat łęczycki;53;1.127611591;6.1;FAŁSZ;10;48;56;1.021233139;5;74;92;26;36;68;36;3523;3837;4639;20.90174616;2;5;4;2;.141924496168039;.738007380073801;85.7142857142857;77.9411764705882;-7.77310924369748;569;8.43585237258348;-1.9235104645049;0;181.5;268;94;543.5;2347;24.2437153813379;651;11.3671274961598;2959;22.0006759040216;434;12.2119815668203;1746;24.8568155784651;71;7;9.85915492957746;23;32.3943661971831;74;45;60.8108108108108
1005;powiat łowicki;143;1.916735919;5.1;FAŁSZ;10;168;206;2.251829612;-25;185;237;17;31;224;31;6040;4378;5042;15.1667428;2;5;4;2;-.413907284768212;.281456953642384;81.5533980582524;63.8392857142857;-17.7141123439667;450;37.3333333333333;-.635685303795787;0;134;195;192;521;1686;26.6903914590747;560;33.0357142857143;2663;21.028914757792;354;40.3954802259887;1740;20.3448275862069;184;57;30.9782608695652;16;8.69565217391304;185;128;69.1891891891892
1006;powiat łódzki wschodni;140;1.882707333;5.8;FAŁSZ;10;218;278;2.931644276;-78;193;253;-25;-25;195;-25;6386;3626;4589;26.55819084;2;5;4;2;-1.22142186031945;-.391481365487003;78.4172661870504;71.7948717948718;-6.62239439217856;630;34.6031746031746;-.757355670503655;0;167;305;186;658;2554;24.6671887235709;877;22.0068415051311;3894;22.5218284540318;617;22.6904376012966;2721;22.675486953326;230;61;26.5217391304348;12;5.21739130434783;193;86;44.559585492228
1007;powiat opoczyński;88;1.216982437;8.1;FAŁSZ;10;119;144;1.645692159;-31;99;130;-20;-14;120;-14;6017;4214;5028;19.31656383;2;5;4;2;-.515206913744391;-.332391557254446;82.6388888888889;73.3333333333333;-9.30555555555556;342;34.7953216374269;-.74879257859949;0;249.5;250;105;604.5;1349;25.3521126760563;388;25.5154639175258;1626;23.8622386223862;229;38.4279475982533;841;27.2294887039239;133;86;64.6616541353383;14;10.5263157894737;99;13;13.1313131313131
1008;powiat pabianicki;281;2.355090684;5.8;FAŁSZ;10;392;517;3.285393409;-111;337;468;-55;-49;388;-49;9162;4248;4771;12.31167608;2;5;4;2;-1.21152586771447;-.600305610128793;75.8220502901354;72.4226804123711;-3.39936987776426;910;43.0769230769231;-.379720453619665;0;167;144;238;549;3837;23.7164451394318;1225;27.5102040816327;5675;21.5859030837004;797;35.2572145545797;3840;20.7552083333333;403;135;33.4987593052109;11;2.72952853598015;337;118;35.0148367952522
1009;powiat pajęczański;56;1.141366379;8.2;FAŁSZ;10;65;77;1.324800261;-9;59;90;-6;13;83;13;3731;4195;5906;40.78665077;2;5;4;2;-.241222192441705;-.160814794961136;84.4155844155844;67.4698795180723;-16.9457048975121;176;36.9318181818182;-.65357895048525;0;253;359;98;710;701;25.1069900142653;193;30.5699481865285;951;20.2944269190326;126;44.4444444444444;614;20.5211726384365;75;20;26.6666666666667;10;13.3333333333333;59;41;69.4915254237288
1010;powiat piotrkowski;78;.861697544;6.1;FAŁSZ;10;125;152;1.380925552;-47;134;182;9;30;119;30;7233;2075;3442;65.87951807;5;5;4;2;-.649799529932255;.12442969722107;82.2368421052632;65.546218487395;-16.6906236178682;713;17.531556802244;-1.51815758842548;0;181.5;377;65;623.5;2871;24.8345524207593;805;16.6459627329193;3409;23.6139630390144;523;14.9139579349904;1949;26.8342739866598;165;42;25.4545454545455;40;24.2424242424242;134;83;61.9402985074627
1011;powiat poddębicki;44;1.110522198;6.8;FAŁSZ;10;44;54;1.110522198;0;63;74;19;20;66;20;2952;5378;5426;.892525102;2;5;4;2;0;.643631436314363;81.4814814814815;66.6666666666667;-14.8148148148148;217;20.2764976958525;-1.39582845003969;0;201;41;91;333;917;23.6641221374046;274;22.992700729927;1281;21.3895394223263;167;26.3473053892216;760;21.9736842105263;50;15;30;6;12;63;50;79.3650793650794
1012;powiat radomszczański;209;1.942830583;4.7;FAŁSZ;10;265;348;2.46339763;-56;238;357;-27;9;347;9;7887;4519;5001;10.66607657;2;5;4;2;-.710029161912007;-.342335488779003;76.1494252873563;60.2305475504323;-15.918877736924;499;53.1062124248497;.067237922573574;0;115;125;195;435;1951;25.5766273705792;602;39.5348837209302;2586;23.2791956689869;431;48.491879350348;1814;23.7596471885336;258;80;31.0077519379845;-7;-2.71317829457364;238;127;53.3613445378151
1013;powiat rawski;173;3.727243348;3.5;FAŁSZ;10;172;205;3.705698589;1;207;240;35;35;226;35;4150;4683;5660;20.86269485;2;5;3;2;.0240963855421687;.843373493975904;83.9024390243902;76.5486725663717;-7.35376645801857;393;43.765903307888;-.349015836913696;0;63;267;316;646;1467;26.7893660531697;948;21.8354430379747;3743;25.327277584825;710;24.3661971830986;2829;25.0972074938141;212;34;16.0377358490566;40;18.8679245283019;207;53;25.6038647342995
1014;powiat sieradzki;193;1.717846017;5.6;FAŁSZ;10;173;212;1.539830886;20;158;192;-15;-20;241;-20;8899;4413;5016;13.66417403;2;2;3;2;.224744353298123;-.168558264973593;81.6037735849057;80.0829875518672;-1.52078603303843;386;44.8186528497409;-.302099728559317;0;157.5;169;162;488.5;1484;26.010781671159;510;30.9803921568627;2229;22.8802153432032;349;55.3008595988539;1552;22.4871134020619;184;52;28.2608695652174;11;5.97826086956522;158;9;5.69620253164557
1015;powiat skierniewicki;24;.634937432;4.4;FAŁSZ;10;45;46;1.190507685;-21;44;50;-1;4;26;4;3013;0;0;0; ; ;3;2;-.69697975439761;-.0331895121141719;97.8260869565217;92.3076923076923;-5.51839464882943;290;15.5172413793103;-1.60792617714025;0;96.5;34;38;168.5;1082;26.8022181146026;324;13.5802469135802;1317;24.6013667425968;225;10.6666666666667;898;25.0556792873051;40;8;20;-5;-12.5;44;11;25
1016;powiat tomaszowski;320;2.871526126;7.7;FAŁSZ;10;359;468;3.221493373;-39;377;564;18;96;510;96;9259;4000;5016;25.4;2;5;4;5;-.42121179393023;.194405443352414;76.7094017094017;62.7450980392157;-13.964303670186;866;41.4549653579677;-.452003500121686;0;236;298;279;813;3278;26.418547895058;1065;35.3990610328638;4491;23.7140948563794;705;45.3900709219858;2998;23.5156771180787;381;122;32.0209973753281;22;5.7742782152231;377;211;55.9681697612732
1017;powiat wieluński;185;2.52939568;6.1;FAŁSZ;10;256;304;3.500136724;-71;231;309;-25;5;295;5;5952;4567;6219;36.17254215;2;5;4;2;-1.19287634408602;-.42002688172043;84.2105263157895;62.7118644067797;-21.4986619090098;434;58.9861751152074;.32928027522565;0;181.5;352;257;790.5;1529;28.3845650752126;491;47.0468431771894;1956;25.1022494887526;342;54.093567251462;1392;24.5689655172414;225;125;55.5555555555556;-31;-13.7777777777778;231;134;58.008658008658
